pathLength	endType	numberOfPause	stepsToFirstPause	pathString
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 66, 139, 58, 128, 125, 119, 72, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 69, 58, 128, 125, 119, 72, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 48, 115, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 20, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 160, 45, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 135, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
15	bad	2	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 80, 104, 84, 122]
14	bad	2	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 122]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 99, 58, 128, 125, 119, 72, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 66, 139, 58, 128, 125, 119, 72, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 69, 58, 128, 125, 119, 72, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 112, 119, 144, 62]
22	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 112, 119, 72, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 92]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 78, 31]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 149, 15]
20	bad	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 92]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 125, 119, 144, 62]
23	good	6	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 48, 115, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 20, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 160, 45, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 135, 58, 128, 125, 119, 72, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 112, 119, 144, 62]
22	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 112, 119, 72, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 144, 62]
25	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 112, 119, 72, 62]
23	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 92]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 144, 62]
26	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 155, 128, 125, 119, 72, 62]
21	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 78, 31]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 149, 15]
20	bad	4	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 92]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 144, 62]
23	good	5	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 29, 24, 40, 58, 128, 125, 119, 72, 62]
15	bad	2	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 159, 70, 104, 84, 122]
11	bad	2	3	[7, 55, 38, 50, 87, 105, 154, 34, 132, 117, 47]
8	good	1	3	[7, 55, 38, 50, 87, 105, 93, 110]
